Lat,Lon
44.50397458333334,-92.60978723653395
44.50397458333334,-92.60304964871193
44.50397458333334,-92.59631206088991
44.50397458333334,-92.5895744730679
44.50397458333334,-92.58283688524588
44.50397458333334,-92.57609929742387
44.50397458333334,-92.56936170960185
44.50397458333334,-92.56262412177983
44.50397458333334,-92.55588653395782
44.50397458333334,-92.5491489461358
44.50397458333334,-92.54241135831379
44.50397458333334,-92.53567377049177
44.50397458333334,-92.52893618266975
44.50397458333334,-92.52219859484774
44.50397458333334,-92.51546100702572
44.50397458333334,-92.5087234192037
44.50397458333334,-92.50198583138169
44.50397458333334,-92.49524824355967
44.50397458333334,-92.48851065573766
44.50397458333334,-92.48177306791564
44.50397458333334,-92.47503548009362
44.50397458333334,-92.46829789227161
44.50397458333334,-92.46156030444959
44.50397458333334,-92.45482271662758
44.50397458333334,-92.44808512880556
44.50876950000001,-92.63
44.50876950000001,-92.62326241217798
44.50876950000001,-92.61652482435596
44.50876950000001,-92.60978723653395
44.50876950000001,-92.60304964871193
44.50876950000001,-92.59631206088991
44.50876950000001,-92.5895744730679
44.50876950000001,-92.58283688524588
44.50876950000001,-92.57609929742387
44.50876950000001,-92.56936170960185
44.50876950000001,-92.56262412177983
44.50876950000001,-92.55588653395782
44.50876950000001,-92.5491489461358
44.50876950000001,-92.54241135831379
44.50876950000001,-92.53567377049177
44.50876950000001,-92.52893618266975
44.50876950000001,-92.52219859484774
44.50876950000001,-92.51546100702572
44.50876950000001,-92.5087234192037
44.50876950000001,-92.50198583138169
44.50876950000001,-92.49524824355967
44.50876950000001,-92.48851065573766
44.50876950000001,-92.48177306791564
44.50876950000001,-92.47503548009362
44.50876950000001,-92.46829789227161
44.50876950000001,-92.46156030444959
44.50876950000001,-92.45482271662758
44.50876950000001,-92.44808512880556
44.513564416666675,-92.63
44.513564416666675,-92.62326241217798
44.513564416666675,-92.61652482435596
44.513564416666675,-92.60978723653395
44.513564416666675,-92.60304964871193
44.513564416666675,-92.59631206088991
44.513564416666675,-92.5895744730679
44.513564416666675,-92.58283688524588
44.513564416666675,-92.57609929742387
44.513564416666675,-92.56936170960185
44.513564416666675,-92.56262412177983
44.513564416666675,-92.55588653395782
44.513564416666675,-92.5491489461358
44.513564416666675,-92.54241135831379
44.513564416666675,-92.53567377049177
44.513564416666675,-92.52893618266975
44.513564416666675,-92.52219859484774
44.513564416666675,-92.51546100702572
44.513564416666675,-92.5087234192037
44.513564416666675,-92.50198583138169
44.513564416666675,-92.49524824355967
44.513564416666675,-92.48851065573766
44.513564416666675,-92.48177306791564
44.513564416666675,-92.47503548009362
44.513564416666675,-92.46829789227161
44.513564416666675,-92.46156030444959
44.513564416666675,-92.45482271662758
44.513564416666675,-92.44808512880556
44.51835933333334,-92.63
44.51835933333334,-92.62326241217798
44.51835933333334,-92.61652482435596
44.51835933333334,-92.60978723653395
44.51835933333334,-92.60304964871193
44.51835933333334,-92.59631206088991
44.51835933333334,-92.5895744730679
44.51835933333334,-92.58283688524588
44.51835933333334,-92.57609929742387
44.51835933333334,-92.56936170960185
44.51835933333334,-92.56262412177983
44.51835933333334,-92.55588653395782
44.51835933333334,-92.5491489461358
44.51835933333334,-92.54241135831379
44.51835933333334,-92.53567377049177
44.51835933333334,-92.52893618266975
44.51835933333334,-92.52219859484774
44.51835933333334,-92.51546100702572
44.51835933333334,-92.5087234192037
44.51835933333334,-92.50198583138169
44.51835933333334,-92.49524824355967
44.51835933333334,-92.48851065573766
44.51835933333334,-92.48177306791564
44.51835933333334,-92.47503548009362
44.51835933333334,-92.46829789227161
44.51835933333334,-92.46156030444959
44.51835933333334,-92.45482271662758
44.51835933333334,-92.44808512880556
44.52315425000001,-92.63
44.52315425000001,-92.62326241217798
44.52315425000001,-92.61652482435596
44.52315425000001,-92.60978723653395
44.52315425000001,-92.60304964871193
44.52315425000001,-92.59631206088991
44.52315425000001,-92.5895744730679
44.52315425000001,-92.58283688524588
44.52315425000001,-92.57609929742387
44.52315425000001,-92.56936170960185
44.52315425000001,-92.56262412177983
44.52315425000001,-92.55588653395782
44.52315425000001,-92.5491489461358
44.52315425000001,-92.54241135831379
44.52315425000001,-92.53567377049177
44.52315425000001,-92.52893618266975
44.52315425000001,-92.52219859484774
44.52315425000001,-92.51546100702572
44.52315425000001,-92.5087234192037
44.52315425000001,-92.50198583138169
44.52315425000001,-92.49524824355967
44.52315425000001,-92.48851065573766
44.52315425000001,-92.48177306791564
44.52315425000001,-92.47503548009362
44.52315425000001,-92.46829789227161
44.52315425000001,-92.46156030444959
44.52315425000001,-92.45482271662758
44.52315425000001,-92.44808512880556
44.52794916666668,-92.63
44.52794916666668,-92.62326241217798
44.52794916666668,-92.61652482435596
44.52794916666668,-92.60978723653395
44.52794916666668,-92.60304964871193
44.52794916666668,-92.59631206088991
44.52794916666668,-92.5895744730679
44.52794916666668,-92.58283688524588
44.52794916666668,-92.57609929742387
44.52794916666668,-92.56936170960185
44.52794916666668,-92.56262412177983
44.52794916666668,-92.55588653395782
44.52794916666668,-92.5491489461358
44.52794916666668,-92.54241135831379
44.52794916666668,-92.53567377049177
44.52794916666668,-92.52893618266975
44.52794916666668,-92.52219859484774
44.52794916666668,-92.51546100702572
44.52794916666668,-92.5087234192037
44.52794916666668,-92.50198583138169
44.52794916666668,-92.49524824355967
44.52794916666668,-92.48851065573766
44.52794916666668,-92.48177306791564
44.52794916666668,-92.47503548009362
44.52794916666668,-92.46829789227161
44.52794916666668,-92.46156030444959
44.52794916666668,-92.45482271662758
44.52794916666668,-92.44808512880556
44.53274408333335,-92.63
44.53274408333335,-92.62326241217798
44.53274408333335,-92.61652482435596
44.53274408333335,-92.60978723653395
44.53274408333335,-92.60304964871193
44.53274408333335,-92.59631206088991
44.53274408333335,-92.5895744730679
44.53274408333335,-92.58283688524588
44.53274408333335,-92.57609929742387
44.53274408333335,-92.56936170960185
44.53274408333335,-92.56262412177983
44.53274408333335,-92.55588653395782
44.53274408333335,-92.5491489461358
44.53274408333335,-92.54241135831379
44.53274408333335,-92.53567377049177
44.53274408333335,-92.52893618266975
44.53274408333335,-92.52219859484774
44.53274408333335,-92.51546100702572
44.53274408333335,-92.5087234192037
44.53274408333335,-92.50198583138169
44.53274408333335,-92.49524824355967
44.53274408333335,-92.48851065573766
44.53274408333335,-92.48177306791564
44.53274408333335,-92.47503548009362
44.53274408333335,-92.46829789227161
44.53274408333335,-92.46156030444959
44.53274408333335,-92.45482271662758
44.53274408333335,-92.44808512880556
44.53753900000002,-92.63
44.53753900000002,-92.62326241217798
44.53753900000002,-92.61652482435596
44.53753900000002,-92.60978723653395
44.53753900000002,-92.60304964871193
44.53753900000002,-92.59631206088991
44.53753900000002,-92.5895744730679
44.53753900000002,-92.58283688524588
44.53753900000002,-92.57609929742387
44.53753900000002,-92.56936170960185
44.53753900000002,-92.56262412177983
44.53753900000002,-92.55588653395782
44.53753900000002,-92.5491489461358
44.53753900000002,-92.54241135831379
44.53753900000002,-92.53567377049177
44.53753900000002,-92.52893618266975
44.53753900000002,-92.52219859484774
44.53753900000002,-92.51546100702572
44.53753900000002,-92.5087234192037
44.53753900000002,-92.50198583138169
44.53753900000002,-92.49524824355967
44.53753900000002,-92.48851065573766
44.53753900000002,-92.48177306791564
44.53753900000002,-92.47503548009362
44.53753900000002,-92.46829789227161
44.53753900000002,-92.46156030444959
44.53753900000002,-92.45482271662758
44.53753900000002,-92.44808512880556
44.542333916666685,-92.63
44.542333916666685,-92.62326241217798
44.542333916666685,-92.61652482435596
44.542333916666685,-92.60978723653395
44.542333916666685,-92.60304964871193
44.542333916666685,-92.59631206088991
44.542333916666685,-92.5895744730679
44.542333916666685,-92.58283688524588
44.542333916666685,-92.57609929742387
44.542333916666685,-92.56936170960185
44.542333916666685,-92.56262412177983
44.542333916666685,-92.55588653395782
44.542333916666685,-92.5491489461358
44.542333916666685,-92.54241135831379
44.542333916666685,-92.53567377049177
44.542333916666685,-92.52893618266975
44.542333916666685,-92.52219859484774
44.542333916666685,-92.51546100702572
44.542333916666685,-92.5087234192037
44.542333916666685,-92.50198583138169
44.542333916666685,-92.49524824355967
44.542333916666685,-92.48851065573766
44.542333916666685,-92.48177306791564
44.542333916666685,-92.47503548009362
44.542333916666685,-92.46829789227161
44.542333916666685,-92.46156030444959
44.542333916666685,-92.45482271662758
44.542333916666685,-92.44808512880556
44.54712883333335,-92.63
44.54712883333335,-92.62326241217798
44.54712883333335,-92.61652482435596
44.54712883333335,-92.60978723653395
44.54712883333335,-92.60304964871193
44.54712883333335,-92.59631206088991
44.54712883333335,-92.5895744730679
44.54712883333335,-92.58283688524588
44.54712883333335,-92.57609929742387
44.54712883333335,-92.56936170960185
44.54712883333335,-92.56262412177983
44.54712883333335,-92.55588653395782
44.54712883333335,-92.5491489461358
44.54712883333335,-92.54241135831379
44.54712883333335,-92.53567377049177
44.54712883333335,-92.52893618266975
44.54712883333335,-92.52219859484774
44.54712883333335,-92.51546100702572
44.54712883333335,-92.5087234192037
44.54712883333335,-92.50198583138169
44.54712883333335,-92.49524824355967
44.54712883333335,-92.48851065573766
44.54712883333335,-92.48177306791564
44.54712883333335,-92.47503548009362
44.54712883333335,-92.46829789227161
44.54712883333335,-92.46156030444959
44.54712883333335,-92.45482271662758
44.54712883333335,-92.44808512880556
44.55192375000002,-92.63
44.55192375000002,-92.62326241217798
44.55192375000002,-92.61652482435596
44.55192375000002,-92.60978723653395
44.55192375000002,-92.60304964871193
44.55192375000002,-92.59631206088991
44.55192375000002,-92.5895744730679
44.55192375000002,-92.58283688524588
44.55192375000002,-92.57609929742387
44.55192375000002,-92.56936170960185
44.55192375000002,-92.56262412177983
44.55192375000002,-92.55588653395782
44.55192375000002,-92.5491489461358
44.55192375000002,-92.54241135831379
44.55192375000002,-92.53567377049177
44.55192375000002,-92.52893618266975
44.55192375000002,-92.52219859484774
44.55192375000002,-92.51546100702572
44.55192375000002,-92.5087234192037
44.55192375000002,-92.50198583138169
44.55192375000002,-92.49524824355967
44.55192375000002,-92.48851065573766
44.55192375000002,-92.48177306791564
44.55192375000002,-92.47503548009362
44.55192375000002,-92.46829789227161
44.55192375000002,-92.46156030444959
44.55192375000002,-92.45482271662758
44.55192375000002,-92.44808512880556
44.55671866666669,-92.63
44.55671866666669,-92.62326241217798
44.55671866666669,-92.61652482435596
44.55671866666669,-92.60978723653395
44.55671866666669,-92.60304964871193
44.55671866666669,-92.59631206088991
44.55671866666669,-92.5895744730679
44.55671866666669,-92.58283688524588
44.55671866666669,-92.57609929742387
44.55671866666669,-92.56936170960185
44.55671866666669,-92.56262412177983
44.55671866666669,-92.55588653395782
44.55671866666669,-92.5491489461358
44.55671866666669,-92.54241135831379
44.55671866666669,-92.53567377049177
44.55671866666669,-92.52893618266975
44.55671866666669,-92.52219859484774
44.55671866666669,-92.51546100702572
44.55671866666669,-92.5087234192037
44.55671866666669,-92.50198583138169
44.55671866666669,-92.49524824355967
44.55671866666669,-92.48851065573766
44.55671866666669,-92.48177306791564
44.55671866666669,-92.47503548009362
44.55671866666669,-92.46829789227161
44.55671866666669,-92.46156030444959
44.55671866666669,-92.45482271662758
44.55671866666669,-92.44808512880556
44.56151358333336,-92.63
44.56151358333336,-92.62326241217798
44.56151358333336,-92.61652482435596
44.56151358333336,-92.60978723653395
44.56151358333336,-92.60304964871193
44.56151358333336,-92.59631206088991
44.56151358333336,-92.5895744730679
44.56151358333336,-92.58283688524588
44.56151358333336,-92.57609929742387
44.56151358333336,-92.56936170960185
44.56151358333336,-92.56262412177983
44.56151358333336,-92.55588653395782
44.56151358333336,-92.5491489461358
44.56151358333336,-92.54241135831379
44.56151358333336,-92.53567377049177
44.56151358333336,-92.52893618266975
44.56151358333336,-92.52219859484774
44.56151358333336,-92.51546100702572
44.56151358333336,-92.5087234192037
44.56151358333336,-92.50198583138169
44.56151358333336,-92.49524824355967
44.56151358333336,-92.48851065573766
44.56151358333336,-92.48177306791564
44.56151358333336,-92.47503548009362
44.56151358333336,-92.46829789227161
44.56151358333336,-92.46156030444959
44.56151358333336,-92.45482271662758
44.56151358333336,-92.44808512880556
44.56630850000003,-92.63
44.56630850000003,-92.62326241217798
44.56630850000003,-92.61652482435596
44.56630850000003,-92.60978723653395
44.56630850000003,-92.60304964871193
44.56630850000003,-92.59631206088991
44.56630850000003,-92.5895744730679
44.56630850000003,-92.58283688524588
44.56630850000003,-92.57609929742387
44.56630850000003,-92.56936170960185
44.56630850000003,-92.56262412177983
44.56630850000003,-92.55588653395782
44.56630850000003,-92.5491489461358
44.56630850000003,-92.54241135831379
44.56630850000003,-92.53567377049177
44.56630850000003,-92.52893618266975
44.56630850000003,-92.52219859484774
44.56630850000003,-92.51546100702572
44.56630850000003,-92.5087234192037
44.56630850000003,-92.50198583138169
44.56630850000003,-92.49524824355967
44.56630850000003,-92.48851065573766
44.56630850000003,-92.48177306791564
44.56630850000003,-92.47503548009362
44.56630850000003,-92.46829789227161
44.56630850000003,-92.46156030444959
44.56630850000003,-92.45482271662758
44.56630850000003,-92.44808512880556
44.571103416666695,-92.63
44.571103416666695,-92.62326241217798
44.571103416666695,-92.61652482435596
44.571103416666695,-92.60978723653395
44.571103416666695,-92.60304964871193
44.571103416666695,-92.59631206088991
44.571103416666695,-92.5895744730679
44.571103416666695,-92.58283688524588
44.571103416666695,-92.57609929742387
44.571103416666695,-92.56936170960185
44.571103416666695,-92.56262412177983
44.571103416666695,-92.55588653395782
44.571103416666695,-92.5491489461358
44.571103416666695,-92.54241135831379
44.571103416666695,-92.53567377049177
44.571103416666695,-92.52893618266975
44.571103416666695,-92.52219859484774
44.571103416666695,-92.51546100702572
44.571103416666695,-92.5087234192037
44.571103416666695,-92.50198583138169
44.571103416666695,-92.49524824355967
44.571103416666695,-92.48851065573766
44.571103416666695,-92.48177306791564
44.571103416666695,-92.47503548009362
44.571103416666695,-92.46829789227161
44.571103416666695,-92.46156030444959
44.571103416666695,-92.45482271662758
44.571103416666695,-92.44808512880556
44.57589833333336,-92.63
44.57589833333336,-92.62326241217798
44.57589833333336,-92.61652482435596
44.57589833333336,-92.60978723653395
44.57589833333336,-92.60304964871193
44.57589833333336,-92.59631206088991
44.57589833333336,-92.5895744730679
44.57589833333336,-92.58283688524588
44.57589833333336,-92.57609929742387
44.57589833333336,-92.56936170960185
44.57589833333336,-92.56262412177983
44.57589833333336,-92.55588653395782
44.57589833333336,-92.5491489461358
44.57589833333336,-92.54241135831379
44.57589833333336,-92.53567377049177
44.57589833333336,-92.52893618266975
44.57589833333336,-92.52219859484774
44.57589833333336,-92.51546100702572
44.57589833333336,-92.5087234192037
44.57589833333336,-92.50198583138169
44.57589833333336,-92.49524824355967
44.57589833333336,-92.48851065573766
44.57589833333336,-92.48177306791564
44.57589833333336,-92.47503548009362
44.57589833333336,-92.46829789227161
44.57589833333336,-92.46156030444959
44.57589833333336,-92.45482271662758
44.57589833333336,-92.44808512880556
44.58069325000003,-92.63
44.58069325000003,-92.62326241217798
44.58069325000003,-92.61652482435596
44.58069325000003,-92.60978723653395
44.58069325000003,-92.60304964871193
44.58069325000003,-92.59631206088991
44.58069325000003,-92.5895744730679
44.58069325000003,-92.58283688524588
44.58069325000003,-92.57609929742387
44.58069325000003,-92.56936170960185
44.58069325000003,-92.56262412177983
44.58069325000003,-92.55588653395782
44.58069325000003,-92.5491489461358
44.58069325000003,-92.54241135831379
44.58069325000003,-92.53567377049177
44.58069325000003,-92.52893618266975
44.58069325000003,-92.52219859484774
44.58069325000003,-92.51546100702572
44.58069325000003,-92.5087234192037
44.58069325000003,-92.50198583138169
44.58069325000003,-92.49524824355967
44.58069325000003,-92.48851065573766
44.58069325000003,-92.48177306791564
44.58069325000003,-92.47503548009362
44.58069325000003,-92.46829789227161
44.58069325000003,-92.46156030444959
44.58069325000003,-92.45482271662758
44.58069325000003,-92.44808512880556
44.5854881666667,-92.63
44.5854881666667,-92.62326241217798
44.5854881666667,-92.61652482435596
44.5854881666667,-92.60978723653395
44.5854881666667,-92.60304964871193
44.5854881666667,-92.59631206088991
44.5854881666667,-92.5895744730679
44.5854881666667,-92.58283688524588
44.5854881666667,-92.57609929742387
44.5854881666667,-92.56936170960185
44.5854881666667,-92.56262412177983
44.5854881666667,-92.55588653395782
44.5854881666667,-92.5491489461358
44.5854881666667,-92.54241135831379
44.5854881666667,-92.53567377049177
44.5854881666667,-92.52893618266975
44.5854881666667,-92.52219859484774
44.5854881666667,-92.51546100702572
44.5854881666667,-92.5087234192037
44.5854881666667,-92.50198583138169
44.5854881666667,-92.49524824355967
44.5854881666667,-92.48851065573766
44.5854881666667,-92.48177306791564
44.5854881666667,-92.47503548009362
44.5854881666667,-92.46829789227161
44.5854881666667,-92.46156030444959
44.5854881666667,-92.45482271662758
44.5854881666667,-92.44808512880556
44.59028308333337,-92.63
44.59028308333337,-92.62326241217798
44.59028308333337,-92.61652482435596
44.59028308333337,-92.60978723653395
44.59028308333337,-92.60304964871193
44.59028308333337,-92.59631206088991
44.59028308333337,-92.5895744730679
44.59028308333337,-92.58283688524588
44.59028308333337,-92.57609929742387
44.59028308333337,-92.56936170960185
44.59028308333337,-92.56262412177983
44.59028308333337,-92.55588653395782
44.59028308333337,-92.5491489461358
44.59028308333337,-92.54241135831379
44.59028308333337,-92.53567377049177
44.59028308333337,-92.52893618266975
44.59028308333337,-92.52219859484774
44.59028308333337,-92.51546100702572
44.59028308333337,-92.5087234192037
44.59028308333337,-92.50198583138169
44.59028308333337,-92.49524824355967
44.59028308333337,-92.48851065573766
44.59028308333337,-92.48177306791564
44.59028308333337,-92.47503548009362
44.59028308333337,-92.46829789227161
44.59028308333337,-92.46156030444959
44.59028308333337,-92.45482271662758
44.59028308333337,-92.44808512880556
44.595078000000036,-92.63
44.595078000000036,-92.62326241217798
44.595078000000036,-92.61652482435596
44.595078000000036,-92.60978723653395
44.595078000000036,-92.60304964871193
44.595078000000036,-92.59631206088991
44.595078000000036,-92.5895744730679
44.595078000000036,-92.58283688524588
44.595078000000036,-92.57609929742387
44.595078000000036,-92.56936170960185
44.595078000000036,-92.56262412177983
44.595078000000036,-92.55588653395782
44.595078000000036,-92.5491489461358
44.595078000000036,-92.54241135831379
44.595078000000036,-92.53567377049177
44.595078000000036,-92.52893618266975
44.595078000000036,-92.52219859484774
44.595078000000036,-92.51546100702572
44.595078000000036,-92.5087234192037
44.595078000000036,-92.50198583138169
44.595078000000036,-92.49524824355967
44.595078000000036,-92.48851065573766
44.595078000000036,-92.48177306791564
44.595078000000036,-92.47503548009362
44.595078000000036,-92.46829789227161
44.595078000000036,-92.46156030444959
44.595078000000036,-92.45482271662758
44.595078000000036,-92.44808512880556
44.599872916666705,-92.63
44.599872916666705,-92.62326241217798
44.599872916666705,-92.61652482435596
44.599872916666705,-92.60978723653395
44.599872916666705,-92.60304964871193
44.599872916666705,-92.59631206088991
44.599872916666705,-92.5895744730679
44.599872916666705,-92.58283688524588
44.599872916666705,-92.57609929742387
44.599872916666705,-92.56936170960185
44.599872916666705,-92.56262412177983
44.599872916666705,-92.55588653395782
44.599872916666705,-92.5491489461358
44.599872916666705,-92.54241135831379
44.599872916666705,-92.53567377049177
44.599872916666705,-92.52893618266975
44.599872916666705,-92.52219859484774
44.599872916666705,-92.51546100702572
44.599872916666705,-92.5087234192037
44.599872916666705,-92.50198583138169
44.599872916666705,-92.49524824355967
44.599872916666705,-92.48851065573766
44.599872916666705,-92.48177306791564
44.599872916666705,-92.47503548009362
44.599872916666705,-92.46829789227161
44.599872916666705,-92.46156030444959
44.599872916666705,-92.45482271662758
44.599872916666705,-92.44808512880556
44.60466783333337,-92.63
44.60466783333337,-92.62326241217798
44.60466783333337,-92.61652482435596
44.60466783333337,-92.60978723653395
44.60466783333337,-92.60304964871193
44.60466783333337,-92.59631206088991
44.60466783333337,-92.5895744730679
44.60466783333337,-92.58283688524588
44.60466783333337,-92.57609929742387
44.60466783333337,-92.56936170960185
44.60466783333337,-92.56262412177983
44.60466783333337,-92.55588653395782
44.60466783333337,-92.5491489461358
44.60466783333337,-92.54241135831379
44.60466783333337,-92.53567377049177
44.60466783333337,-92.52893618266975
44.60466783333337,-92.52219859484774
44.60466783333337,-92.51546100702572
44.60466783333337,-92.5087234192037
44.60466783333337,-92.50198583138169
44.60466783333337,-92.49524824355967
44.60466783333337,-92.48851065573766
44.60466783333337,-92.48177306791564
44.60466783333337,-92.47503548009362
44.60466783333337,-92.46829789227161
44.60466783333337,-92.46156030444959
44.60466783333337,-92.45482271662758
44.60466783333337,-92.44808512880556
44.60946275000004,-92.63
44.60946275000004,-92.62326241217798
44.60946275000004,-92.61652482435596
44.60946275000004,-92.60978723653395
44.60946275000004,-92.60304964871193
44.60946275000004,-92.59631206088991
44.60946275000004,-92.5895744730679
44.60946275000004,-92.58283688524588
44.60946275000004,-92.57609929742387
44.60946275000004,-92.56936170960185
44.60946275000004,-92.56262412177983
44.60946275000004,-92.55588653395782
44.60946275000004,-92.5491489461358
44.60946275000004,-92.54241135831379
44.60946275000004,-92.53567377049177
44.60946275000004,-92.52893618266975
44.60946275000004,-92.52219859484774
44.60946275000004,-92.51546100702572
44.60946275000004,-92.5087234192037
44.60946275000004,-92.50198583138169
44.60946275000004,-92.49524824355967
44.60946275000004,-92.48851065573766
44.60946275000004,-92.48177306791564
44.60946275000004,-92.47503548009362
44.60946275000004,-92.46829789227161
44.60946275000004,-92.46156030444959
44.60946275000004,-92.45482271662758
44.60946275000004,-92.44808512880556
